****************************************
Report : Time Based Power
	-hierarchy
	-verbose
Design : aes_cipher_top
Version: N-2017.12-SP3-2
Date   : Mon Apr 29 16:50:54 2019
****************************************

Sampling Interval: 0.001 ns

Library(s) Used:

    sage-x_tsmc_cl018g_rvt_ss_1p62v_125c (File: /opt/libs/tsmc180/extracted/tsmc/cl018g/sc9_base_rvt/2008q3v01/db/sage-x_tsmc_cl018g_rvt_ss_1p62v_125c.db)
    tpz018nvwc (File: /opt/libs/tsmc180/extracted/gpio/TPZ018NV/TS02IG502/fb_tpz018nv_280a_r6p0-02eac0/timing_power_noise/NLDM/tpz018nv_280a/tpz018nvwc.db)
    sram12x8 (File: /home/bilgiday/sram_new/db/sram12x8_slow_syn.db)
    USERLIB (File: /home/bilgiday/sram_new/db/sram6x26_slow_syn.db)
    sram8x25 (File: /home/bilgiday/sram_new/db/sram8x25_slow_syn.db)
    sram9x32 (File: /home/bilgiday/sram_new/db/sram9x32_slow_syn.db)
    sram6x32 (File: /home/bilgiday/sram_new/db/sram6x32_slow_syn.db)
    sram8x32 (File: /home/bilgiday/sram_new/db/sram8x32_slow_syn.db)
    USERLIB (File: /home/bilgiday/sram_new/db/sram2p8x32_slow_syn.db)
    sram13x8 (File: /home/bilgiday/sram_new/db/sram13x8_slow_syn.db)


Operating Conditions: ss_1p62v_125c   Library: sage-x_tsmc_cl018g_rvt_ss_1p62v_125c
Wire Load Model Mode: top

Cell               Design       Wire_model  Library       Selection_type
--------------------------------------------------------------------------------
                   aes_cipher_top
                                TSMC16K_Conservative
                                            tpz018nvwc    automatic-by-area

Power-specific unit information :
    Voltage Units = 1 V
    Capacitance Units = 1 pf
    Time Units = 1 ns
    Dynamic Power Units = 1 W
    Leakage Power Units = 1 W



                                      Int      Switch   Leak      Total
Hierarchy                             Power    Power    Power     Power    %
--------------------------------------------------------------------------------
aes_cipher_top                        3.55e-03 2.55e-03 3.06e-06  6.10e-03 100.0
  sa31_reg_3_ (WDDLDFFMS)             6.62e-06 1.14e-06 2.12e-09  7.75e-06   0.1
  text_out_reg_35_ (WDDLDFFMS)        5.52e-06 2.23e-07 2.11e-09  5.75e-06   0.1
  text_out_reg_75_ (WDDLDFFMS)        5.46e-06 1.36e-07 2.09e-09  5.59e-06   0.1
  text_out_reg_107_ (WDDLDFFMS)       4.61e-06 1.36e-07 2.05e-09  4.75e-06   0.1
  sa10_reg_4_ (WDDLDFFMS)             5.80e-06 8.57e-07 2.09e-09  6.66e-06   0.1
  sa31_reg_4_ (WDDLDFFMS)             6.21e-06 9.53e-07 2.08e-09  7.16e-06   0.1
  text_out_reg_36_ (WDDLDFFMS)        4.95e-06 1.36e-07 2.08e-09  5.09e-06   0.1
  text_out_reg_76_ (WDDLDFFMS)        5.37e-06 1.70e-07 2.09e-09  5.54e-06   0.1
  text_out_reg_108_ (WDDLDFFMS)       4.77e-06 1.55e-07 2.08e-09  4.93e-06   0.1
  sa10_reg_5_ (WDDLDFFMS)             5.17e-06 3.99e-07 2.04e-09  5.57e-06   0.1
  sa00_reg_0_ (WDDLDFFMS)             4.66e-06 2.99e-07 2.05e-09  4.96e-06   0.1
  sa31_reg_5_ (WDDLDFFMS)             6.84e-06 7.18e-07 2.13e-09  7.56e-06   0.1
  sa21_reg_0_ (WDDLDFFMS)             5.21e-06 3.98e-07 2.04e-09  5.61e-06   0.1
  text_out_reg_37_ (WDDLDFFMS)        5.29e-06 1.70e-07 2.10e-09  5.46e-06   0.1
